번호,호텔명,소재지전화,도로명우편번호,도로명전체주소,객실수,Lat,Lng
539,G7,031-339-6900,17023,경기도 용인시 처인구 포곡읍 전대로78번길 14-6,30,37.2860897,127.217674
540,골든튤립에버용인호텔,031-8097-3300,17023,경기도 용인시 처인구 포곡읍 전대로78번길 19-2 골든튤립에버용인호텔,294,37.2871241,127.2167531
541,하이얀모텔,031-335-2211,17043,경기도 용인시 처인구 한터로 58 (유방동),36,37.2526329,127.2173956
542,호텔 시저(CAESAR),031-424-2811,16037,경기도 의왕시 갈미안로 11 (내손동),53,37.3801547,126.9754679
543,알로하 호텔,031-421-6277,16037,경기도 의왕시 갈미안로 13 (내손동),60,37.380197,126.9752584
544,호텔 컬리넌 의왕(HOTEL CULLINAN Uiwang),031-424-0633,16037,경기도 의왕시 갈미안로 15 (내손동),54,37.380353,126.9749548
545,이십오호텔 내손본점,031-422-2341,16037,경기도 의왕시 갈미안로 15-1 (내손동),47,37.3801636,126.9748366
546,보보스호텔,031-424-3775,16037,경기도 의왕시 갈미안로 7 (내손동),40,37.3800495,126.9758047
547,아이엠티(IMT),031-426-1820,16037,경기도 의왕시 갈미안로 9 (내손동),42,37.3801137,126.9756265
548,호텔온(Hotel ON),031-422-5777,16037,경기도 의왕시 복지로 6 (내손동),72,37.3801889,126.9745246
549,케일라호텔,031-878-0303,11650,경기도 의정부시 신흥로 231 (의정부동),28,37.7368924,127.0430155
550,플랙스 9 (FLEX 9),031-826-7931,11651,경기도 의정부시 신흥로222번길 19 (의정부동),32,37.7360986,127.0445687
551,더 클라우드 호텔,031-874-0123,11651,경기도 의정부시 신흥로232번길 16 (의정부동),60,37.7369082,127.04427
552,호텔유,031-837-1700,11651,경기도 의정부시 신흥로232번길 6 호텔유 1~9층 (의정부동),61,37.7365211,127.0439938
553,HOTEL STAGE79 (호텔 스테이지 79),031-871-2143,11650,경기도 의정부시 신흥로239번길 11 (의정부동),43,37.7374123,127.0424518
554,베스트웨스턴플러스아일랜드캐슬호텔,031-894-0357,11723,경기도 의정부시 장곡로 22 아일랜드캐슬 A동 7~14층 (장암동),101,37.70772,127.0530352
555,의정부 라트리 호텔(Uijeongbu La Tree Hotel),031-843-5100,11775,경기도 의정부시 청사로6번길 19-13 (신곡동),58,37.7496305,127.0717997
556,제이비스호텔(JBIS HOTEL),031-836-4500,11775,경기도 의정부시 청사로6번길 19-7 (신곡동),58,37.7496305,127.0717997
557,호텔 스타루비,031-840-1810,11693,경기도 의정부시 태평로118번길 16 (의정부동),35,37.7428141,127.0525213
558,리치 하우스,031-845-3258,11694,경기도 의정부시 호국로1332번길 68 (의정부동),25,37.7409294,127.0521017
559,베네호텔,031-829-7381,11670,경기도 의정부시 흥선로168번길 26 (의정부동),58,37.7397248,127.0450724
560,호텔 글로리아,031-633-2770,17377,경기도 이천시 경충대로 2584 (중리동),42,37.2753729,127.4459634
561,호텔노블,031-638-2400,17391,경기도 이천시 경충대로2481번길 36-7 (진리동),24,37.2692234,127.4542123
562,XYM호텔,031-637-3100,17381,경기도 이천시 경충대로2529번길 1 (진리동),34,37.2735939,127.4524995
563,아늑 에어 이천설봉호수점,031-637-2081,17379,경기도 이천시 경충대로2709번길 8 (관고동),23,37.2794478,127.4334107
564,호텔 봄,031-637-1533,17389,경기도 이천시 마장면 지산로 6,34,37.2229797,127.3690442
565,아미호텔,031-632-0098,17332,경기도 이천시 부발읍 경충대로 2100 45층,33,37.2525445,127.4899318
566,호텔 파라다이스,031-636-7745,17332,경기도 이천시 부발읍 경충대로 2102 301~401호,41,37.2528352,127.4900516
567,호텔미션,031-634-8722,17332,경기도 이천시 부발읍 경충대로2110번길 14-1 6~7층,45,37.2538216,127.4899976
568,라움 호텔,031-637-4500,17328,경기도 이천시 부발읍 경충대로2285번길 23,30,37.2626783,127.4724358
569,호텔 카누,031-637-3084,17308,경기도 이천시 신둔면 경충대로3041번길 12,35,37.2988527,127.4077485
570,호텔 카르페디엠,031-635-2120,17370,경기도 이천시 애련정로87번길 52-16 (창전동),24,37.2788728,127.4474984
571,브라운 도트,050-5068-7449,17370,경기도 이천시 애련정로87번길 52-8 1~10층 (창전동),36,37.2788728,127.4474984
572,뷰 모텔,031-635-0071,17369,경기도 이천시 영창로 188 3~4층 (창전동),29,37.2810589,127.4434645
573,씨네호텔,031-631-9727,17369,경기도 이천시 영창로 196 4~5층 (창전동),42,37.2808474,127.4442847
574,짬모텔,031-642-5382,17421,경기도 이천시 장호원읍 경충대로 153 (3층~5층),30,37.1265561,127.6125584
575,뷰티모텔,031-643-0978,17420,경기도 이천시 장호원읍 서동대로8975번길 26,36,37.1144268,127.632063
576,호텔 더 클래스,031-637-3325,17373,경기도 이천시 중리천로 126-19 (중리동),72,37.2757708,127.4478098
577,주)미란다관광호텔,031-639-5000,17372,경기도 이천시 중리천로115번길 45 (안흥동),192,37.276221,127.4510213
578,IMT 호텔,031-633-7373,17370,경기도 이천시 중리천로97번길 47 (창전동),34,37.2801453,127.4477259
579,게이트호텔,031-947-2888,10953,경기도 파주시 광탄면 보광로 505 2 3 4층,28,37.7535996,126.9107453
580,호텔구구,031-937-8228,10929,경기도 파주시 금정14길 41-9 1~6층 (아동동),25,37.7606326,126.7762279
581,호텔얌 파주금촌점,031-949-0964,10929,경기도 파주시 금정20길 15-8 (금촌동),30,37.762027,126.7745457
582,파주 금촌 브라운도트 호텔,031-943-3300,10929,경기도 파주시 문화로 82 (금촌동),39,37.7615634,126.7753648
583,그라체(Grazie),031-949-6800,10929,경기도 파주시 새꽃로 176 (금촌동),44,37.7642281,126.772378
584,야놀다가자호텔,031-944-8290,10908,경기도 파주시 소리천로 25 유은타워7차 414호 (야당동),39,37.7188961,126.7614408
585,호텔시에나,031-943-7260,10908,경기도 파주시 소리천로 31 (야당동),100,37.7188961,126.7614408
586,소도 호텔,031-949-1583,10930,경기도 파주시 원앙길 8-8 소도호텔 (금촌동),42,37.7643863,126.7751991
587,호텔뷰티플,031-941-3555,10933,경기도 파주시 중앙로 94-9 (금릉동),70,37.7458783,126.7890815
588,유앤아이,031-957-8919,10858,경기도 파주시 탄현면 새오리로161번길 13-21 13-23,30,37.798179,126.6867356
589,호텔 더 헤이리,031-945-0000,10858,경기도 파주시 탄현면 새오리로161번길 53-37,17,37.7981516,126.6835546
590,힐즈호텔,031-945-9800,10862,경기도 파주시 탄현면 성동로 20-41,42,37.7767088,126.6873108
591,호텔위즈,031-949-9046,10862,경기도 파주시 탄현면 성동로 20-45,57,37.7764253,126.687662
592,피카소,031-947-5512,10862,경기도 파주시 탄현면 성동로 34 1동,42,37.7772271,126.6877375
593,파주칼튼,031-944-9010,10862,경기도 파주시 탄현면 성동로 34 2동,42,37.7772271,126.6877375
594,노스탈자,031-949-9524,10862,경기도 파주시 탄현면 성동로 34 3동,44,37.7772271,126.6877375
595,아이엠티(I.M.T)호텔,031-949-3952,10862,경기도 파주시 탄현면 성동로 34 4동,36,37.7772271,126.6877375
596,호텔W2(더블유투),031-944-1553,10862,경기도 파주시 탄현면 성동로 36-26,42,37.7770554,126.6882605
597,골든힐,031-942-0222,10862,경기도 파주시 탄현면 성동로 36-30,80,37.7767707,126.6878523
598,호텔 더블유 원,031-947-4662,10862,경기도 파주시 탄현면 성동로 36-34,42,37.7764059,126.6882731
599,다온호텔,031-949-4226,10862,경기도 파주시 탄현면 성동로 7-25,35,37.7805795,126.6865942
600,(주)코아반도체 파주메이트,031-945-1029,10845,경기도 파주시 탄현면 엘씨디로241번길 39-35,47,37.8088648,126.758792
601,화수목호텔,031-948-9195,10845,경기도 파주시 탄현면 엘씨디로241번길 39-46 (39-3839-42),53,37.8095097,126.758771
602,호텔소풍,031-944-7942,10862,경기도 파주시 탄현면 요풍길 119-1,32,37.784919,126.6820298
603,웨스트힐관광호텔,031-945-0053,10862,경기도 파주시 탄현면 요풍길 68-16,39,37.7831821,126.6847057
604,이브텔,031-944-0335,10862,경기도 파주시 탄현면 필승로 446 B동,28,37.780703,126.6863593
605,하이무인텔,031-947-2877,10862,경기도 파주시 탄현면 필승로 487-19,18,37.7841401,126.6868263
606,데데아호텔,031-957-7600,10862,경기도 파주시 탄현면 필승로 487-43 123층,10,37.7844678,126.6867218
607,나우호텔,031-954-6969,10834,경기도 파주시 파주읍 술이홀로 476,33,37.8288879,126.8397144
608,리치스테이호텔,031-667-2130,18014,경기도 평택시 고덕면 고덕중앙2로 77-6 리치타워 5-6층,70,36.9911148,127.0956373
609,호텔리즈,031-663-3387,17789,경기도 평택시 고덕면 안재홍로 208-14 1-4층,36,37.071597,127.0332771
610,W호텔,031-667-5566,17789,경기도 평택시 고덕면 청원로 661-13 2층 (주건축물 A동),20,37.0544292,127.0017537
611,M호텔,031-668-5566,17789,경기도 평택시 고덕면 청원로 661-15 2층 (주건축물제B동),19,37.0544292,127.0017537
612,호텔써밋,031-349-2030,18014,경기도 평택시 고덕중앙로 200-33 56층,65,36.99105,127.1049272
613,메트로폴관광호텔,031-668-0002,17774,경기도 평택시 관광특구로 24 (서정동),51,37.0665643,127.0614396
614,캐피탈관광호텔,031-611-7811,17760,경기도 평택시 국제로 108 (신장동 690-108),57,37.0775411,127.0500421
615,월드관광호텔,031-611-7462,17759,경기도 평택시 국제로 117 (신장동),48,37.078555,127.0495031
616,호텔엑스와이엠,031-667-1660,17725,경기도 평택시 도일유통길 13-31 2-7층 (도일동),38,37.0388784,127.0986434
617,호텔박스,031-665-0006,17774,경기도 평택시 서정로 243-1 호텔박스 지하1~지상8층 (서정동),35,37.0658295,127.0604748
618,퍼슨호텔,031-611-9874,17774,경기도 평택시 서정로 259-1 (서정동),45,37.0657818,127.0621902
619,센트럴퍼슨평택호텔,031-611-1873,17774,경기도 평택시 서정로 261 1동 (서정동 1층~9층),51,37.0656659,127.0624615
620,코리아호텔,031-662-3927,17758,경기도 평택시 쇼핑로9번길 5 (신장동),110,37.08071,127.0503388
621,평택로얄관광호텔,031-683-3310,17815,경기도 평택시 안중읍 서동대로 1455,48,36.9916682,126.9127262
622,오월숲,031-651-7900,17909,경기도 평택시 자유로14번길 10 오월호텔 (합정동),49,36.9924207,127.0911822
623,세비야호텔,031-651-1962,17909,경기도 평택시 자유로3번길 4 13-7층 (평택동),47,36.9924724,127.0899301
624,5모텔,031-654-7713,17909,경기도 평택시 자유로8번길 6 (합정동),52,36.9922738,127.0904638
625,디자인호텔뜰앤,031-663-0377,17757,경기도 평택시 탄현로 318-2 1-7층 (지산동),34,37.0805759,127.0555546
626,케이원(K one)호텔,031-662-0067,17753,경기도 평택시 탄현로327번길 60 (신장동외5필지),35,37.0827851,127.0557465
627,뉴하워드(HOWARD Business Hoteㅣ),031-654-9111,17983,경기도 평택시 팽성읍 안정로 31 (뉴하워드),45,36.9597411,127.047374
628,로얄관광호텔,031-691-9290,17983,경기도 평택시 팽성읍 안정로21번길 31,46,36.9601654,127.0456664
629,로터스무인호텔,031-656-9566,17981,경기도 평택시 팽성읍 팽성로 113-8 1층2층,18,36.9613674,127.0648037
630,평택스테이관광호텔,031-654-3333,17911,경기도 평택시 평택1로 7 (평택동),66,36.9927541,127.0863667
631,갤러리,031-654-8911,17910,경기도 평택시 평택1로20번길 9 (평택동),40,36.9939753,127.0877934
632,쇼호텔,031-651-0834,17909,경기도 평택시 평택2로10번길 19 (평택동),44,36.9922374,127.0887781
633,가보호텔,031-658-7700,17885,경기도 평택시 평택5로76번길 18-10 (비전동),123,36.9930526,127.1128844
634,퀸스호텔,031-654-5994,17885,경기도 평택시 평택5로96번길 26 (비전동),42,36.9952655,127.1120094
635,로그인모텔,031-654-1160,17917,경기도 평택시 평택로39번길 17-5 2-7층 (평택동),36,36.9895608,127.0875664
636,평택스테이호텔2,031-654-7833,17911,경기도 평택시 평택로64번길 35 2~4층 (평택동),33,36.9942738,127.0865361
637,호텔피카소,031-683-4678,17955,경기도 평택시 포승읍 여술1길 116,48,36.9882194,126.8423706
638,호텔엘리시아,031-682-6767,17955,경기도 평택시 포승읍 여술1길 31,69,36.9856914,126.8452901
639,벨라지오호텔,031-686-8855,17955,경기도 평택시 포승읍 여술1길 5,63,36.9869551,126.8440241
640,투데이모텔,031-683-0085,17963,경기도 평택시 포승읍 직산동길 21-7,18,36.9482849,126.8711196
641,평택라마다앙코르호텔,031-229-3600,17959,경기도 평택시 포승읍 평택항로184번길 3-10,302,36.9764156,126.8429122
642,이끌림클래식호텔,031-682-3207,17959,경기도 평택시 포승읍 평택항로184번길 3-13,82,36.9762968,126.8422806
643,평택호그랜드관광호텔,031-683-8899,17972,경기도 평택시 현덕면 평택호길 39-15,87,36.9162322,126.9111001
644,호텔꼬뮨 베어스타운점,031-532-6666,11188,경기도 포천시 내촌면 금강로 2650,36,37.8042389,127.2487509
645,아도니스 호텔,031-530-9100,11136,경기도 포천시 신북면 포천로2414번길 24,65,37.9662111,127.1953949
646,H헤븐즈타워 모텔,031-792-4997,12964,경기도 하남시 대성로319번길 12-1 (덕풍동),17,37.5366516,127.2070019
647,야자호텔 하남점,031-792-0018,12951,경기도 하남시 대청로22번길 9 (신장동),18,37.5402938,127.2155226
648,바로 호텔,031-791-7333,12951,경기도 하남시 대청로22번길 9-5 (신장동),42,37.5402704,127.2152603
649,아크모스호텔,031-793-5678,12913,경기도 하남시 미사강변중앙로 164 미타워 11층 1101호 (망월동),34,37.602883,126.8711146
650,호텔 트레비엔,031-794-0185,12913,경기도 하남시 미사강변중앙로 164 미타워 910층 (망월동),64,37.602883,126.8711146
651,엘리스넥스트도어호텔,031-796-1772,12913,경기도 하남시 미사강변중앙로170번길 10 신성프라자  I 8층 801호 (망월동),39,37.603104,126.8704828
652,루시관광호텔,031-796-5500,12950,경기도 하남시 하남대로776번길 14-30 (신장동),46,37.5400844,127.2131632
653,호텔연,031-795-1800,12950,경기도 하남시 하남대로776번길 50 (신장동),47,37.540619,127.2127568
654,바움,031-792-6672,12950,경기도 하남시 하남대로776번길 54 (신장동),41,37.5404029,127.2135049
655,알로하 부띠크 호텔,031-794-3288,12947,경기도 하남시 하남대로776번길 84 (신장동),46,37.5411503,127.2146468
656,랑데부 호텔,031-796-6200,12947,경기도 하남시 하남대로776번길 88 (신장동),49,37.5411809,127.2149124
657,롤링힐스 호텔,031-369-7509,18278,경기도 화성시 남양읍 시청로 290,242,37.1899996,126.838741
658,호텔시그널,031-355-9598,18271,경기도 화성시 남양읍 역골로 15-13,38,37.2008229,126.8265301
659,베니키아 더 에이치 호텔(BENIKEA THE H HOTEL),031-350-6200,18271,경기도 화성시 남양읍 역골로 3-12 (더에이치호텔),90,37.2000612,126.8278654
660,스카이호텔,031-355-2030,18271,경기도 화성시 남양읍 역골로 3-20 (남양동외 1필지),44,37.2000612,126.8278654
661,호텔벨라,031-8003-4446,18455,경기도 화성시 노작로 147 (반송동 돌모루프라자 8층~10층),40,37.2010067,127.0734575
662,신라스테이 동탄,031-8036-9000,18454,경기도 화성시 노작로 161 (반송동 신라스테이 동탄 8층~29층),286,37.2025012,127.0731931
663,라마다동탄호텔,070-7123-7000,18453,경기도 화성시 노작로 199 (반송동(동탄비즈니스호텔)),150,37.2058064,127.0746707
664,루나호텔,031-8015-0864,18455,경기도 화성시 동탄중심상가1길 31 (반송동 104-5 (7~9층)),38,37.2010924,127.0723221
665,씨엘(CIEL)호텔,031-869-7100,18453,경기도 화성시 동탄중심상가2길 12 4~10층 전체3층 308전체호 (반송동),59,37.2060644,127.0731899
666,필,031-355-8686,18555,경기도 화성시 서신면 제부로 890-8,39,37.178054,126.7085062
667,그린피아관광호텔,031-225-3366,18326,경기도 화성시 세자로 438 호텔 그린피아 (안녕동),52,37.2002853,126.9830719
668,환상모텔,031-353-5422,18635,경기도 화성시 양감면 서해로 50,42,37.0706925,126.9153348
669,조암호텔,031-351-0466,18565,경기도 화성시 우정읍 3.1만세로 61,54,37.0830679,126.8183715
670,글로아호텔,031-354-1818,18516,경기도 화성시 정남면 세자로303번길 15-46 (외1필지),25,37.1927223,126.9782628
671,스타즈호텔 동탄,031-613-3319,18450,경기도 화성시 큰재봉길 31-11 1~10층 (석우동),93,37.2183646,127.0790163
672,벨-호텔,031-8003-8312,18450,경기도 화성시 큰재봉길 31-15 (석우동),47,37.2183646,127.0790163
673,제이에스더클래식호텔,031-8015-1300,18450,경기도 화성시 큰재봉길 31-7 (석우동),50,37.2183646,127.0790163
674,제이에스부티크호텔(Js Boutique Hotel),031-8015-0009,18450,경기도 화성시 큰재봉길 31-9 (석우동),47,37.2183646,127.0790163
675,힐링온천텔,031-354-2262,18577,경기도 화성시 팔탄면 버들로1597번길 11,30,37.1148628,126.8762609
676,나인브띠크호텔,031-381-9865,18577,경기도 화성시 팔탄면 버들로1597번길 14-17,37,37.1154336,126.8763098
677,하비비무인텔,031-8055-7780,18577,경기도 화성시 팔탄면 버들로1597번길 14-8 1동 지하1층지상2층,34,37.1154336,126.8763098
678,월문 제이스 호텔,031-359-8991,18577,경기도 화성시 팔탄면 버들로1597번길 28,44,37.1164253,126.8755998
679,호텔아테나,031-354-5340,18577,경기도 화성시 팔탄면 버들로1597번길 4-6,39,37.1146072,126.8777274
680,세화호텔,031-353-6100,18577,경기도 화성시 팔탄면 온천로 314,30,37.1465983,126.8725508
681,호텔느낌,031-359-9799,18595,경기도 화성시 향남읍 3.1만세로 988-6 지하1층 일부호 2층·3층·4층 전체호,30,37.1251479,126.8989329
682,월드관광호텔,031-353-7833,18623,경기도 화성시 향남읍 발안공단로5길 7-23,81,37.0860989,126.9085827
683,(주)스테이13,031-352-7977,18593,경기도 화성시 향남읍 평4길 13 (외1필지),35,37.1302478,126.9084419
684,J(제이),031-8059-1956,18593,경기도 화성시 향남읍 평6길 40,43,37.129592,126.9077828
685,엘가관광호텔,031-366-3319,18593,경기도 화성시 향남읍 평6길 46-1,71,37.1301224,126.9079339
686,(주)클라루스호텔푸르미르,031-8020-0000,18324,경기도 화성시 효행로 480 (안녕동),239,37.2088998,126.9861583
687,토모노야호텔&료칸,055-635-1232,53332,경상남도 거제시 동부면 거제중앙로 42 ((234층)),32,34.7783985,128.6397295
688,스터번호텔 거제,055-636-9114,53332,경상남도 거제시 동부면 학동7길 2 ((2~4)층),60,34.7776988,128.6436879
689,거제비치텔,055-636-7552,53279,경상남도 거제시 둔덕면 거제남서로 5013,30,34.8550855,128.4826909
690,사곡B&B호텔,055-637-5678,53278,경상남도 거제시 사등면 모래실길 58-81 거제 사곡 B&B호텔 주건축물 제1동 지1~4층,32,34.899323,128.5810334
691,BENIKEA HOTEL GEOJE(베니키아호텔거제),055-991-1000,53215,경상남도 거제시 성산로 78-16 (옥포동),70,34.9033749,128.6979247
692,아주비즈니스호텔,055-681-4821,53305,경상남도 거제시 아주1로2길 18 (아주동),29,34.8675173,128.6845896
693,래디언스관광호텔,055-688-3801,53213,경상남도 거제시 옥포대첩로 425 (덕포동),30,34.9077393,128.7056587
694,아주파크호텔,055-687-5773,53229,경상남도 거제시 옥포대첩로 50 (옥포동),38,34.893767,128.6930809
695,거제아일랜드호텔,055-687-7111,53231,경상남도 거제시 옥포로4길 24 (옥포동),45,34.8913693,128.6963582
696,라이트하우스호텔,055-681-6363,53319,경상남도 거제시 장승포로 101 (장승포동외3필지(234층)),26,34.8632456,128.7295736
697,더럭스관광호텔,055-682-0877,53319,경상남도 거제시 장승포로 93-1 (장승포동),31,34.8639381,128.7307488
698,크리스탈모텔,055-681-4013,53320,경상남도 거제시 장승포로2길 29 (장승포동),30,34.8676927,128.7283353
699,덴바스타 료칸,055-682-5161,53319,경상남도 거제시 장승포해안로 16 (장승포동),27,34.8627986,128.7316498
700,장승포비치호텔,055-682-5151,53319,경상남도 거제시 장승포해안로 18 (장승포동),30,34.8628005,128.7319363
701,삼성중공업거제호텔,055-631-2114,53261,경상남도 거제시 장평3로 80-37 삼성거제호텔 (장평동),166,34.8961937,128.6123341
702,프린스호텔,055-673-7477,52946,경상남도 고성군 고성읍 남해안대로 2463-21,35,34.9642564,128.3335579
703,오션스파호텔,055-673-7781,52949,경상남도 고성군 고성읍 신월로 60 1~4층,27,34.9503653,128.3346333
704,호텔 스미스,055-0336-6000,50926,경상남도 김해시 가락로15번길 7 (부원동),42,35.2276196,128.8816311
705,클라우드 나인(9)호텔,055-339-0040,50921,경상남도 김해시 가락로50번길 8-1 (부원동),54,35.2308843,128.8828946
706,이데아호텔,055-337-5053,50902,경상남도 김해시 가야로 198 (삼계동),41,35.2497048,128.8794578
707,고려개발(주) 아이스퀘어호텔,055-329-9000,50940,경상남도 김해시 김해대로 2360 (부원동),181,35.2224512,128.8900056
708,에스모텔,055-328-9392,50948,경상남도 김해시 내외로77번길 16 (내동),21,35.2360212,128.8661915
709,퍼펙트호텔,055-724-9577,51007,경상남도 김해시 무계한빛길 19 (무계동),45,35.187784,128.794252
710,파인그로브호텔,055-310-1100,50988,경상남도 김해시 번화1로67번길 20 (대청동),72,35.1931824,128.7985131
711,쇼호텔,055-0314-2123,50902,경상남도 김해시 삼계로55번길 8 (삼계동),35,35.258339,128.8719324
712,호텔 호피폴라,055-328-5000,50802,경상남도 김해시 생림면 인제로611번길 16 2~5층,21,35.2806256,128.88794
713,까르페호텔,055-313-1770,50819,경상남도 김해시 인제로170번길 22-2 (어방동),40,35.2444371,128.9053505
714,노마드호텔,055-292-9902,50844,경상남도 김해시 인제로91번길 5 (어방동),46,35.2364016,128.9040298
715,호텔101,055-0312-7736,50969,경상남도 김해시 주촌면 골든루트로 39-1,30,35.2154841,128.8322224
716,골든루트호텔,055-323-1100,50969,경상남도 김해시 주촌면 골든루트로 39-3,31,35.2154841,128.8322224
717,와우(WOW)호텔,055-344-0016,50869,경상남도 김해시 진영읍 김해대로 780,23,35.2961151,128.7691019
718,N모텔,055-343-9834,50862,경상남도 김해시 진영읍 김해대로365번길 20,34,35.3079059,128.7306142
719,밀양호텔,055-356-5854,50445,경상남도 밀양시 가곡7길 5-1 (가곡동),32,35.4744586,128.7673201
720,칼라M,055-356-8950,50438,경상남도 밀양시 미리벌중앙로2길 5-5 (삼문동),34,35.4832346,128.7510787
721,인무인텔,055-356-0015,50404,경상남도 밀양시 부북면 무안로 771,19,35.4924646,128.7218394
722,호텔엘리너스,055-832-9800,52564,경상남도 사천시 남일대길 70,58,34.9269169,128.0956424
723,사천관광호텔,055-855-0005,52519,경상남도 사천시 사천읍 역사길 12,57,35.0810635,128.0856311
724,넘버25호텔(사천수석점),055-852-1831,52519,경상남도 사천시 사천읍 진삼로 1457-12,34,35.0817141,128.0859421
725,사천온천랜드앤호텔,055-850-1500,52537,경상남도 사천시 용현면 청골길 126,46,35.0492186,128.0547819
726,브라운도트호텔 석산점,055-387-5006,50639,경상남도 양산시 동면 금오10길 43-15,44,35.3139792,129.0269703
727,베니키아 양산호텔,055-384-0093,50639,경상남도 양산시 동면 금오10길 51,82,35.3140986,129.026494
728,투헤븐호텔,055-366-1184,50657,경상남도 양산시 물금읍 버들1길 4-13 2-8층,45,35.3112801,128.9883633
729,타임호텔,055-388-9080,50657,경상남도 양산시 물금읍 버들1길 4-9,31,35.3112801,128.9883633
730,칸호텔,055-383-5540,50603,경상남도 양산시 물금읍 황산로 365-1,31,35.3089883,128.985479
731,인스타양산호텔,050-7983-5418,50618,경상남도 양산시 북안남7길 8 (북부동),52,35.3463096,129.0396974
732,파스타 호텔,055-365-7877,50616,경상남도 양산시 북안북3길 16-1 1-5층 (북부동),29,35.3492018,129.0398313
733,쇼호텔,055-387-7755,50616,경상남도 양산시 북안북3길 17 (북부동),52,35.3494138,129.0395018
734,썸호텔,055-372-0012,50616,경상남도 양산시 북안북3길 6 (북부동),37,35.3482862,129.0395049
735,더밤S호텔,055-372-0001,50617,경상남도 양산시 북안북9길 4 (북부동),45,35.3475258,129.0408219
736,브라운도트호텔 양산서창점,055-785-0027,50529,경상남도 양산시 삼호로 197-16 (삼호동),42,35.4138364,129.168667
737,호텔리자인(HOTEL LESIGN),055-366-1150,50629,경상남도 양산시 양산역8길 7 (중부동),43,35.3378372,129.0278485
738,신라호텔,055-381-4700,50502,경상남도 양산시 하북면 통도8길 11,45,35.4948077,129.0819665
739,아시아레이크사이드호텔,055-746-3734,52648,경상남도 진주시 남강로1번길 133 (판문동),32,35.1761868,128.0337908
740,주식회사 호텔동방,055-760-1700,52759,경상남도 진주시 논개길 103 동방호텔 1층5~10층 (옥봉동),83,35.1903492,128.0925603
741,온도호텔,055-753-3337,52775,경상남도 진주시 도동천로 189 1~7층 (상대동),30,35.1858938,128.1180698
742,여우비호텔,055-742-6651,52683,경상남도 진주시 비봉로54번길 5 (계동),37,35.1956266,128.0806898
743,호텔 얌 진주성점,055-743-1114,52683,경상남도 진주시 비봉로58번길 4 (계동 1층~4층),24,35.1980792,128.0809624
744,(주)제이스퀘어호텔,055-749-0022,52794,경상남도 진주시 솔밭로 107 (상대동 외4필지 제이스퀘어호텔6층일부78910층),72,35.1781885,128.1072088
745,골든비즈니스호텔,055-756-0031,52851,경상남도 진주시 에나로 101 (충무공동 골든비즈니스호텔상가 5678층),57,35.1778187,128.1404382
746,뉴그랜드호텔,055-756-7777,52851,경상남도 진주시 에나로 97 5층~9층 (충무공동),53,35.1777455,128.139899
747,진주KAI관광호텔,055-756-9200,52845,경상남도 진주시 정촌면 화개천로 132-14 (1층2층일부3456789층),43,35.13048,128.105738
748,호텔로그인,055-795-0114,52845,경상남도 진주시 정촌면 화개천로54번길 33-16 1~3층,28,35.13048,128.105738
749,하이츠호텔,055-521-1700,50356,경상남도 창녕군 남지읍 남지중앙1길 47-9,46,35.3920095,128.474808
750,컨티뉴호텔,055-532-0506,50307,경상남도 창녕군 대합면 대합산업단지로 119-9,40,35.1912954,128.2840986
751,주식회사 화왕산스파호텔,055-536-5771,50365,경상남도 창녕군 부곡면 온천1길 3,60,35.4409009,128.585271
752,원탕고운호텔,055-536-5655,50365,경상남도 창녕군 부곡면 온천2길 36,37,35.4400428,128.5889855
753,그랜드온천호텔,055-536-6300,50365,경상남도 창녕군 부곡면 온천2길 40,35,35.4398525,128.5893751
754,(주)키즈스테이호텔인부곡,055-521-8200,50365,경상남도 창녕군 부곡면 온천2길 48,57,35.4396814,128.589886
755,주식회사 부곡신라호텔,055-520-6600,50365,경상남도 창녕군 부곡면 온천중앙로 19,59,35.4405116,128.5871098
756,부곡로얄관광호텔,055-536-7300,50365,경상남도 창녕군 부곡면 온천중앙로 3,92,35.4413902,128.5858749
757,호텔레인보우,055-521-5777,50365,경상남도 창녕군 부곡면 온천중앙로 33,65,35.4398809,128.5883543
758,부곡스파디움·따오기호텔,055-530-3000,50365,경상남도 창녕군 부곡면 온천중앙로 42,82,35.4387521,128.5887811
759,(주)한성호텔,055-536-5131,50365,경상남도 창녕군 부곡면 온천중앙로 47,67,35.4391352,128.5896926
760,주식회사 현대온천호텔,055-536-5391,50365,경상남도 창녕군 부곡면 온천중앙로 8,50,35.4405941,128.5855409
761,문도트호텔,055-532-0889,50311,경상남도 창녕군 성산면 경남대로 5742-13 (문도트호텔),19,35.6304998,128.4618768
762,사보이호텔,055-247-4455,51329,경상남도 창원시 마산합포구 삼호로 39 (산호동 사보이호텔),60,35.2211043,128.5859868
763,아모르호텔,055-248-1960,51714,경상남도 창원시 마산합포구 수산1길 3 (신포동1가),34,35.1983061,128.5727187
764,아몬드,055-241-1230,51746,경상남도 창원시 마산합포구 월영동11길 19 (해운동),17,35.1806452,128.5651124
765,여우비 호텔,051-744-3003,51746,경상남도 창원시 마산합포구 월영동11길 22 (해운동),60,35.1803551,128.5648875
766,(주)스카이뷰관광호텔,055-248-2700,51720,경상남도 창원시 마산합포구 해안대로 317 스카이뷰관광호텔 4~11층 (신포동2가),94,35.2009231,128.575354
